;Unnamed: 0;repository;method;msa;clustering;nRF;nwk;true_nwk;time
1080;31;31;avg_MinEvolRec;macse_msa;true_clustering;0.2;"(((transcript_6-4_hsap:0.00660945[&&NHX:label=speciation],((((transcript_4-17_ppan:0.00307243[&&NHX:label=speciation],transcript_5-17_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-13_ppan:0.00307243[&&NHX:label=speciation],transcript_5-13_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(((transcript_4-12_ppan:0.00307243[&&NHX:label=speciation],transcript_5-12_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-16_ppan:0.00307243[&&NHX:label=speciation],transcript_5-16_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(transcript_4-15_ppan:0.00307243[&&NHX:label=speciation],transcript_5-15_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation],(transcript_4-4_ppan:0.00307243[&&NHX:label=speciation],transcript_5-4_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],(transcript_7-32_ggor:0.005[&&NHX:label=speciation],transcript_7-4_ggor:0.005[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.00836254[&&NHX:label=speciation],(transcript_8-4_pabe:0.0045[&&NHX:label=speciation],transcript_8-39_pabe:0.0045[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";"(((((transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1,(((transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1,((transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1,((transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1,(transcript_4-4_ppan:1,transcript_5-4_ptro:1)1:1)1:1)1:1)1:1)1:1,transcript_6-4_hsap:1)1:1,(transcript_7-32_ggor:1,transcript_7-4_ggor:1)1:1)1:1,(transcript_8-39_pabe:1,transcript_8-4_pabe:1)1:1);";0.6329002380371094
1081;32;32;avg_MinEvolRec;macse_msa;true_clustering;0.4;"(transcript_7-5_ggor:0.0156763[&&NHX:label=speciation],(((transcript_6-5_hsap:0.006[&&NHX:label=speciation],transcript_6-38_hsap:0.006[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-5_ppan:0.00307243[&&NHX:label=speciation],transcript_5-5_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],((transcript_4-26_ppan:0.00307243[&&NHX:label=speciation],transcript_5-26_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-23_ppan:0.00307243[&&NHX:label=speciation],transcript_5-23_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],(((transcript_4-14_ppan:0.00307243[&&NHX:label=speciation],transcript_5-14_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],transcript_6-14_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_6-12_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-21_ppan:0.00307243[&&NHX:label=speciation],transcript_5-21_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-12_ppan:0.00307243[&&NHX:label=speciation],transcript_5-12_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";"(((((transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1,transcript_6-14_hsap:1)1:1,(((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,(transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1)1:1,transcript_6-12_hsap:1)1:1)1:1,((((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,(transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1)1:1,(transcript_4-5_ppan:1,transcript_5-5_ptro:1)1:1)1:1,(transcript_6-38_hsap:1,transcript_6-5_hsap:1)1:1)1:1)1:1,transcript_7-5_ggor:1);";1.0007863044738772
1082;33;33;avg_MinEvolRec;macse_msa;true_clustering;0.25;"((transcript_4-25_ppan:0.00307243[&&NHX:label=speciation],transcript_5-25_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-22_ppan:0.00307243[&&NHX:label=speciation],transcript_5-22_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-16_ppan:0.00307243[&&NHX:label=speciation],transcript_5-16_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";"((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,(transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1)1:1);";0.10311198234558104
1083;34;34;avg_MinEvolRec;macse_msa;true_clustering;0.0;"((transcript_4-27_ppan:0.00307243[&&NHX:label=speciation],transcript_5-27_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-17_ppan:0.00307243[&&NHX:label=speciation],transcript_5-17_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation];";"((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1);";0.03508830070495605
1084;35;35;avg_MinEvolRec;macse_msa;true_clustering;0.0;"(((transcript_6-2_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-19_ppan:0.00307243[&&NHX:label=speciation],transcript_5-19_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-2_ppan:0.00307243[&&NHX:label=speciation],transcript_5-2_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],transcript_7-2_ggor:0.0156763[&&NHX:label=speciation])1:0.00836254[&&NHX:label=speciation],transcript_8-2_pabe:0.0172631[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"(((((transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1,(transcript_4-2_ppan:1,transcript_5-2_ptro:1)1:1)1:1,transcript_6-2_hsap:1)1:1,transcript_7-2_ggor:1)1:1,transcript_8-2_pabe:1);";0.08059358596801758
1085;36;36;avg_MinEvolRec;macse_msa;true_clustering;0.125;"((transcript_6-6_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-6_ppan:0.00307243[&&NHX:label=speciation],transcript_5-6_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],(((transcript_4-24_ppan:0.00307243[&&NHX:label=speciation],transcript_5-24_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-15_ppan:0.00307243[&&NHX:label=speciation],transcript_5-15_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(transcript_4-14_ppan:0.00307243[&&NHX:label=speciation],transcript_5-14_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],transcript_7-6_ggor:0.0156763[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"((((transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1,(((transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1,(transcript_4-6_ppan:1,transcript_5-6_ptro:1)1:1)1:1)1:1,transcript_6-6_hsap:1)1:1,transcript_7-6_ggor:1);";0.1884920597076416
1086;37;37;avg_MinEvolRec;macse_msa;true_clustering;0.444;"(transcript_7-7_ggor:0.0156763[&&NHX:label=speciation],((transcript_6-7_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-27_ppan:0.00307243[&&NHX:label=speciation],transcript_5-27_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-7_ppan:0.00307243[&&NHX:label=speciation],transcript_5-7_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],(((transcript_4-11_ppan:0.00307243[&&NHX:label=speciation],transcript_5-11_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],transcript_6-11_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_6-10_hsap:0.00660945[&&NHX:label=speciation],(((transcript_4-18_ppan:0.00307243[&&NHX:label=speciation],transcript_5-18_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-25_ppan:0.00307243[&&NHX:label=speciation],transcript_5-25_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-22_ppan:0.00307243[&&NHX:label=speciation],transcript_5-22_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation],((transcript_4-29_ppan:0.00307243[&&NHX:label=speciation],transcript_5-29_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-10_ppan:0.00307243[&&NHX:label=speciation],transcript_5-10_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";"((((((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-11_ppan:1,transcript_5-11_ptro:1)1:1)1:1)1:1,transcript_6-11_hsap:1)1:1,(((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1,transcript_6-10_hsap:1)1:1)1:1,(((transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1)1:1,transcript_6-7_hsap:1)1:1)1:1,transcript_7-7_ggor:1);";0.6659865379333496
1087;38;38;avg_MinEvolRec;macse_msa;true_clustering;0.25;"((transcript_4-17_ppan:0.00307243[&&NHX:label=speciation],transcript_5-17_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((transcript_4-23_ppan:0.00307243[&&NHX:label=speciation],transcript_5-23_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-16_ppan:0.00307243[&&NHX:label=speciation],transcript_5-16_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-28_ppan:0.00307243[&&NHX:label=speciation],transcript_5-28_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-12_ppan:0.00307243[&&NHX:label=speciation],transcript_5-12_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";"(((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,(transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1)1:1,(((transcript_4-28_ppan:1,transcript_5-28_ptro:1)1:1,(transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1)1:1,(transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1)1:1);";0.16400718688964844
1088;39;39;avg_MinEvolRec;macse_msa;true_clustering;0.25;"((transcript_4-26_ppan:0.00307243[&&NHX:label=speciation],transcript_5-26_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-20_ppan:0.00307243[&&NHX:label=speciation],transcript_5-20_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-13_ppan:0.00307243[&&NHX:label=speciation],transcript_5-13_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";"((transcript_4-20_ppan:1,transcript_5-20_ptro:1)1:1,((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1);";0.059949398040771484
1089;40;40;avg_MinEvolRec;macse_msa;true_clustering;0.444;"((transcript_7-0_ggor:0.0156763[&&NHX:label=speciation],(((transcript_6-10_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-25_ppan:0.00307243[&&NHX:label=speciation],transcript_5-25_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-10_ppan:0.00307243[&&NHX:label=speciation],transcript_5-10_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],(transcript_6-9_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-9_ppan:0.00307243[&&NHX:label=speciation],transcript_5-9_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],((((transcript_4-26_ppan:0.00307243[&&NHX:label=speciation],transcript_5-26_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-19_ppan:0.00307243[&&NHX:label=speciation],transcript_5-19_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-33_ppan:0.00307243[&&NHX:label=speciation],transcript_5-33_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation],(((transcript_4-18_ppan:0.00307243[&&NHX:label=speciation],transcript_5-18_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-30_ppan:0.00307243[&&NHX:label=speciation],transcript_5-30_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(transcript_4-17_ppan:0.00307243[&&NHX:label=speciation],transcript_5-17_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation],(transcript_4-34_ppan:0.00307243[&&NHX:label=speciation],transcript_5-34_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(((transcript_4-13_ppan:0.00307243[&&NHX:label=speciation],transcript_5-13_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],transcript_6-13_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_6-0_hsap:0.00660945[&&NHX:label=speciation],((((transcript_4-36_ppan:0.00307243[&&NHX:label=speciation],transcript_5-36_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-24_ppan:0.00307243[&&NHX:label=speciation],transcript_5-24_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(transcript_4-29_ppan:0.00307243[&&NHX:label=speciation],transcript_5-29_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-31_ppan:0.00307243[&&NHX:label=speciation],transcript_5-31_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-0_ppan:0.00307243[&&NHX:label=speciation],transcript_5-0_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0.00836254[&&NHX:label=speciation],transcript_8-0_pabe:0.0172631[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"((((((transcript_4-34_ppan:1,transcript_5-34_ptro:1)1:1,(transcript_4-9_ppan:1,transcript_5-9_ptro:1)1:1)1:1,transcript_6-9_hsap:1)1:1,(((((transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1,((transcript_4-36_ppan:1,transcript_5-36_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1)1:1,transcript_6-13_hsap:1)1:1,(((((transcript_4-30_ppan:1,transcript_5-30_ptro:1)1:1,(transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1)1:1,((transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1,(((transcript_4-33_ppan:1,transcript_5-33_ptro:1)1:1,(transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1)1:1,(transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1)1:1)1:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,((transcript_4-31_ppan:1,transcript_5-31_ptro:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1)1:1)1:1,transcript_6-10_hsap:1)1:1)1:1,(((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-0_ppan:1,transcript_5-0_ptro:1)1:1)1:1,transcript_6-0_hsap:1)1:1)1:1)1:1,transcript_7-0_ggor:1)1:1,transcript_8-0_pabe:1);";3.5009303092956543
1090;41;41;avg_MinEvolRec;macse_msa;true_clustering;0.0;"(((transcript_6-1_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-35_ppan:0.00307243[&&NHX:label=speciation],transcript_5-35_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-1_ppan:0.00307243[&&NHX:label=speciation],transcript_5-1_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],transcript_7-1_ggor:0.0156763[&&NHX:label=speciation])1:0.00836254[&&NHX:label=speciation],transcript_8-1_pabe:0.0172631[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"(((((transcript_4-35_ppan:1,transcript_5-35_ptro:1)1:1,(transcript_4-1_ppan:1,transcript_5-1_ptro:1)1:1)1:1,transcript_6-1_hsap:1)1:1,transcript_7-1_ggor:1)1:1,transcript_8-1_pabe:1);";0.05841755867004395
1091;42;42;avg_MinEvolRec;macse_msa;true_clustering;0.0;"((((transcript_7-49_ggor:0.0735[&&NHX:label=speciation],transcript_7-2_ggor:0.0735[&&NHX:label=speciation])1:0.096[&&NHX:label=creation],transcript_7-48_ggor:0.1695[&&NHX:label=speciation])1:0[&&NHX:label=creation],(((transcript_4-11_ppan:0.00307243[&&NHX:label=speciation],transcript_5-11_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],transcript_6-11_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation],transcript_6-2_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0.00836254[&&NHX:label=speciation],(transcript_8-55_pabe:0.1695[&&NHX:label=speciation],(transcript_8-56_pabe:0.0735[&&NHX:label=speciation],transcript_8-2_pabe:0.0735[&&NHX:label=speciation])1:0.096[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";"(((((transcript_4-11_ppan:1,transcript_5-11_ptro:1)1:1,transcript_6-11_hsap:1)1:1,transcript_6-2_hsap:1)1:1,(transcript_7-48_ggor:1,(transcript_7-49_ggor:1,transcript_7-2_ggor:1)1:1)1:1)1:1,(transcript_8-55_pabe:1,(transcript_8-56_pabe:1,transcript_8-2_pabe:1)1:1)1:1);";0.09592795372009276
1092;43;43;avg_MinEvolRec;macse_msa;true_clustering;0.0;"(((transcript_10-52_ENSG00000106290:1[&&NHX:label=speciation],transcript_11-52_ENSPTRG00000019474:1[&&NHX:label=speciation])1:1[&&NHX:label=speciation],transcript_7-52_ENSMUSG00000036980:1[&&NHX:label=speciation])1:1[&&NHX:label=duplication],transcript_12-52_ENSDARG00000102998:1[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"((transcript_7-52_ENSMUSG00000036980:1,(transcript_10-52_ENSG00000106290:1,transcript_11-52_ENSPTRG00000019474:1)1:1)1:1,transcript_12-52_ENSDARG00000102998:1);";0.00774073600769043
1093;44;44;avg_MinEvolRec;macse_msa;true_clustering;0.2;"(transcript_6-7_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-7_ppan:0.00307243[&&NHX:label=speciation],transcript_5-7_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],((transcript_4-20_ppan:0.00307243[&&NHX:label=speciation],transcript_5-20_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-21_ppan:0.00307243[&&NHX:label=speciation],transcript_5-21_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";"(((transcript_4-20_ppan:1,transcript_5-20_ptro:1)1:1,((transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1)1:1,transcript_6-7_hsap:1);";0.07396149635314941
1094;45;45;avg_MinEvolRec;macse_msa;true_clustering;0.25;"((transcript_4-14_ppan:0.00307243[&&NHX:label=speciation],transcript_5-14_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-28_ppan:0.00307243[&&NHX:label=speciation],transcript_5-28_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-32_ppan:0.00307243[&&NHX:label=speciation],transcript_5-32_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";"((transcript_4-28_ppan:1,transcript_5-28_ptro:1)1:1,((transcript_4-32_ppan:1,transcript_5-32_ptro:1)1:1,(transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1)1:1);";0.06789875030517578
1095;46;46;avg_MinEvolRec;macse_msa;true_clustering;0.333;"((transcript_4-27_ppan:0.00307243[&&NHX:label=speciation],transcript_5-27_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((transcript_4-23_ppan:0.00307243[&&NHX:label=speciation],transcript_5-23_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-22_ppan:0.00307243[&&NHX:label=speciation],transcript_5-22_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(transcript_4-15_ppan:0.00307243[&&NHX:label=speciation],transcript_5-15_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";"((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1)1:1);";0.1206510066986084
1096;47;47;avg_MinEvolRec;macse_msa;true_clustering;0.0;"(((transcript_6-1_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-48_ppan:0.00307243[&&NHX:label=speciation],transcript_5-48_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-1_ppan:0.00307243[&&NHX:label=speciation],transcript_5-1_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],(transcript_7-68_ggor:0.002[&&NHX:label=speciation],transcript_7-1_ggor:0.002[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.00836254[&&NHX:label=speciation],transcript_8-1_pabe:0.0172631[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"(((((transcript_4-48_ppan:1,transcript_5-48_ptro:1)1:1,(transcript_4-1_ppan:1,transcript_5-1_ptro:1)1:1)1:1,transcript_6-1_hsap:1)1:1,(transcript_7-68_ggor:1,transcript_7-1_ggor:1)1:1)1:1,transcript_8-1_pabe:1);";0.07174825668334961
